Epoch,Generator Loss,Discriminator Loss
79,-1.1596,0.1907
80,-1.3228,0.0053
81,-1.4535,0.212
82,-1.4914,0.1775
83,-1.3804,-0.0517
84,-1.2468,-0.1078
85,-1.3576,0.2174
86,-1.4562,0.3266
87,-1.3363,0.0273
88,-1.5195,0.2195
89,-1.4068,-0.2164
90,-1.4579,0.1953
91,-1.0917,-0.4732
92,-1.1514,-0.0651
93,-0.912,-0.3509
94,-1.3019,0.1997
95,-1.4731,0.3516
96,-1.5704,0.0289
97,-1.6713,0.2603
98,-1.6584,-0.0916
99,-1.5646,-0.3054
100,-1.7695,-0.0061
101,-1.436,0.0942
102,-1.319,-0.1624
103,-1.5401,-0.0349
104,-1.7117,0.0733
105,-1.5364,-0.0476
106,-1.6884,0.2104
107,-1.5817,0.1782
108,-1.4597,0.1678
109,-1.6261,-0.1638
110,-1.6669,-0.0453
111,-1.539,-0.0526
112,-1.3611,-0.0631
113,-1.5514,0.0333
114,-1.0968,-0.0413
115,-1.6831,-0.5116
116,-1.3771,-0.0917
117,-1.3791,-0.4444
118,-1.4723,0.0462
119,-1.7772,0.0932
120,-1.5751,-0.2826
121,-1.836,-0.0009
122,-1.7422,0.3391
123,-1.6553,-0.1717
124,-1.7948,-0.2666
125,-1.6718,-0.3029
126,-1.6811,0.2907
127,-1.6199,0.064
128,-1.5199,0.0588
129,-1.2925,0.1058
130,-1.5105,0.0732
131,-1.4392,-0.1252
132,-1.3273,-0.0627
133,-1.337,-0.0479
134,-1.4165,-0.1238
135,-1.3893,0.1305
136,-1.3647,-0.0391
137,-1.6314,-0.1549
138,-1.4139,0.2939
139,-1.4509,0.0792
140,-1.3604,0.0218
141,-1.4914,-0.0008
142,-1.4801,-0.293
143,-1.7634,0.0991
144,-1.5771,0.0273
145,-1.5755,0.0592
146,-1.7982,0.2568
147,-1.8748,0.5586
148,-1.9798,0.1323
149,-2.0567,-0.1064
150,-1.7184,-0.0136
151,-2.1409,-0.3482
152,-2.0354,-0.1912
153,-2.057,-0.4446
154,-1.7053,-0.2785
155,-1.8237,-0.1433
156,-1.7771,-0.5322
157,-1.8588,-0.1125
158,-1.6731,-0.0808
159,-1.6571,-0.1721
160,-1.7223,0.088
161,-1.8398,-0.3443
162,-2.0173,-0.1939
163,-1.692,-0.0407
164,-1.9061,-0.1189
165,-1.6058,0.1184
166,-1.6461,-0.0041
167,-1.7594,-0.3023
168,-1.8266,-0.2701
169,-2.2125,0.1905
170,-2.1253,-0.0977
171,-2.211,0.2333
172,-1.7589,0.2626
173,-1.9548,0.5854
174,-1.9721,0.7667
175,-2.1417,0.014
176,-1.6961,-0.2438
177,-1.7606,-0.3334
178,-1.8384,0.006
179,-2.1329,0.1401
180,-1.743,-0.0137
181,-1.6803,-0.3052
182,-1.8168,-0.1868
183,-1.4791,-0.2879
184,-1.2153,-0.4963
185,-1.6063,-0.2618
186,-1.6744,0.0736
187,-1.8602,-0.0329
188,-1.6186,-0.1443
189,-1.6487,-0.2358
190,-1.7106,0.0441
191,-1.9257,0.1156
192,-1.9812,-0.0133
193,-1.9375,-0.2107
194,-1.9298,-0.132
195,-1.9911,-0.0396
196,-1.9464,-0.126
197,-2.2407,-0.132
198,-2.0791,-0.0551
199,-1.9855,0.4361
200,-2.0401,0.3599
201,-2.2161,0.1128
202,-2.2267,0.4263
203,-2.2335,0.503
204,-1.8395,-0.0917
205,-2.008,-0.1278
206,-2.117,-0.263
207,-1.9838,-0.0866
208,-2.0065,0.0182
209,-2.0712,-0.334
210,-2.1765,0.2147
211,-2.4003,-0.2736
212,-1.9802,0.3753
213,-2.2587,-0.1837
214,-2.1387,-0.0488
215,-2.1734,-0.0608
216,-2.3852,0.1191
217,-2.3923,-0.2515
218,-2.4623,-0.2487
219,-2.4402,-0.0723
220,-2.7102,0.6371
221,-2.6077,0.0913
222,-2.5963,-0.036
223,-2.7541,-0.0743
224,-2.6964,-0.1978
225,-2.2566,-0.1037
226,-2.1729,-0.6987
227,-2.3445,-0.1184
228,-2.2446,-0.1096
229,-2.1885,-0.0672
230,-2.3328,-0.3939
231,-2.4111,-0.7371
232,-2.3051,-0.0163
233,-2.2615,0.3351
234,-2.0514,0.15
235,-2.5372,0.0222
236,-2.1592,-0.2425
237,-2.5324,0.3116
238,-2.0244,0.4296
239,-2.6178,0.2268
240,-2.3946,0.0199
241,-2.5744,0.5424
242,-2.2634,0.0852
243,-2.4289,-0.0907
244,-2.3339,0.1842
245,-2.3393,0.378
246,-2.5032,0.3386
247,-2.2995,0.4582
248,-2.2157,-0.1963
249,-1.9769,0.2251
250,-2.1451,-0.1629
251,-2.2176,-0.3017
252,-2.0548,-0.1464
253,-1.9883,-0.2695
254,-2.175,-0.6462
255,-2.5077,0.2039
256,-2.4723,-0.3579
257,-2.2544,0.2757
258,-2.2773,0.0691
259,-2.1805,-0.0645
260,-1.919,0.1943
261,-2.2232,-0.2087
262,-2.0148,-0.1025
263,-1.8457,-0.0958
264,-2.3329,0.0814
265,-2.0525,0.3036
266,-2.2284,0.1783
267,-2.5048,0.3542
268,-2.2829,-0.1144
269,-2.2875,0.2682
270,-2.2743,0.5163
271,-1.8332,-0.1019
272,-1.9386,0.0722
273,-2.0778,-0.2982
274,-1.8897,-0.2058
275,-2.0153,-0.2094
276,-2.0557,-0.1197
277,-2.2725,0.0838
278,-2.0471,-0.0203
279,-2.1721,0.1491
280,-2.335,-0.122
281,-2.2125,0.1605
282,-2.1475,0.0915
283,-1.841,-0.0087
284,-2.0958,-0.233
285,-2.5003,-0.3924
286,-2.1801,0.3659
287,-2.334,-0.1552
288,-2.3437,0.0434
289,-2.1072,0.3607
290,-2.3175,-0.17
291,-2.2569,0.1465
292,-1.9831,-0.2114
293,-2.4295,-0.1155
294,-2.1263,0.0067
295,-2.527,0.2501
296,-2.1682,0.074
297,-2.6441,-0.33
298,-2.7052,0.2243
299,-2.675,0.1232
300,-2.6472,-0.2211
301,-2.3692,-0.0074
302,-2.3761,-0.0839
303,-2.5768,0.0012
304,-2.6483,-0.4647
305,-2.3742,-0.0046
306,-2.1474,0.418
307,-2.1793,-0.3769
308,-2.4617,-0.2064
309,-2.4437,-0.447
310,-2.4972,-0.1672
311,-2.7059,-0.1959
312,-2.3663,-0.299
313,-2.2434,0.4223
314,-2.11,-0.2346
315,-2.6183,-0.076
316,-2.5814,-0.2207
317,-2.363,-0.2563
318,-2.408,-0.2438
319,-2.2022,0.1612
320,-2.3786,0.2552
321,-2.3246,-0.1478
322,-2.2434,-0.5926
323,-2.3915,-0.1554
324,-2.336,-0.2154
325,-2.6201,-0.1322
326,-2.4279,0.0302
327,-2.6384,-0.161
328,-2.595,0.2854
329,-2.5099,-0.2848
330,-2.4476,-0.2276
331,-2.6129,-0.2942
332,-2.5856,-0.012
333,-2.3526,0.0913
334,-2.341,-0.0743
335,-2.1406,-0.5263
336,-2.106,0.0276
337,-2.0624,0.033
338,-2.2249,-0.3278
339,-2.4924,-0.2866
340,-2.5556,0.0189
341,-2.4443,0.3307
342,-2.0307,-0.2651
343,-2.3664,-0.1844
344,-2.0852,0.2641
345,-2.2723,0.1821
346,-2.2784,0.0548
347,-2.1452,-0.2352
348,-1.9429,-0.128
349,-2.1417,-0.3346
350,-2.2206,0.1071
351,-2.0654,0.1512
352,-1.9817,-0.5068
353,-2.2274,-0.068
354,-2.2023,0.1695
355,-1.9969,0.0667
356,-2.3685,0.1423
357,-1.9059,-0.1046
358,-2.4209,0.0257
359,-2.3849,-0.2405
360,-2.0895,0.1187
361,-2.1864,-0.1121
362,-2.4514,-0.4852
363,-2.3105,-0.1167
364,-2.1573,-0.2922
365,-2.2454,-0.2878
366,-2.2539,-0.4704
367,-2.375,-0.3275
368,-2.2844,-0.2233
369,-2.2389,0.2986
370,-2.328,-0.4438
371,-2.5384,-0.5028
372,-2.4247,-0.3597
373,-2.5515,-0.1208
374,-2.4928,0.0629
375,-2.1398,-0.6498
376,-1.9729,0.1152
377,-1.9001,0.1819
378,-2.073,0.2259
379,-2.5576,0.4044
380,-2.3277,-0.01
381,-2.4157,0.4208
382,-2.2352,-0.0377
383,-1.9966,0.2047
384,-2.179,-0.4519
385,-2.087,-0.3653
386,-2.0793,-0.3957
387,-2.139,-0.2789
388,-2.2526,0.1046
389,-2.0567,0.1052
390,-2.0415,-0.5204
391,-2.0023,0.0559
392,-2.0342,0.005
393,-2.1534,-0.1003
394,-2.2264,-0.0706
395,-2.0954,-0.5662
396,-2.5507,-0.1665
397,-2.2173,-0.413
398,-2.3237,0.1386
399,-2.47,0.1682
400,-2.3164,0.0534
401,-2.2395,0.0148
402,-2.3723,0.1876
403,-2.1021,-0.4023
404,-2.2298,-0.3172
405,-2.222,-0.2378
406,-2.1611,-0.1237
407,-2.134,0.3584
408,-2.0525,-0.3811
409,-1.7753,0.0061
410,-2.0127,0.1571
411,-2.5141,0.0455
412,-2.3789,0.1425
413,-1.8658,-0.1884
414,-2.1229,0.0684
415,-1.9948,-0.1481
416,-2.0484,-0.2107
417,-1.7386,-0.4672
418,-2.3211,-0.4288
419,-1.9302,0.0557
420,-2.4909,0.17
421,-2.029,-0.1398
422,-2.3777,0.3169
423,-1.8963,-0.1824
424,-1.8064,-0.3582
425,-1.681,0.1408
426,-2.1792,-0.3181
427,-2.0343,-0.5271
428,-1.9543,-0.0842
429,-1.9306,-0.4652
430,-2.1024,-0.3416
431,-2.1881,0.4087
432,-2.2908,-0.5123
433,-2.1799,0.0179
434,-2.0393,-0.1615
435,-2.4272,-0.3586
436,-1.9852,0.3942
437,-2.1641,-0.1605
438,-1.849,0.5706
439,-2.1543,-0.0084
440,-1.9981,-0.5435
441,-1.6954,-0.6103
442,-1.3397,-0.3058
443,-1.528,-0.2662
444,-1.6663,-0.3938
445,-1.6907,-0.5824
446,-1.6753,-0.1757
447,-1.7877,-0.109
448,-2.2992,0.1314
449,-1.9604,0.2497
450,-1.4767,0.1235
451,-1.853,0.0082
452,-1.9245,0.7617
453,-1.8747,-0.1515
454,-2.1303,-0.1725
455,-1.9974,0.2116
456,-2.2166,-0.2529
457,-2.6204,-0.3564
458,-2.0164,0.2523
459,-2.1499,0.1969
460,-2.2113,-0.3836
461,-2.0584,-0.6301
462,-2.154,-0.2179
463,-2.1133,-0.0404
464,-1.9155,-0.2558
465,-2.3732,-0.0986
466,-1.9582,-0.4208
467,-2.3303,-0.1074
468,-2.1544,0.2849
469,-2.3846,0.214
470,-2.5287,0.3394
471,-2.4553,0.0694
472,-2.3405,0.0124
473,-2.1605,0.4083
474,-2.0681,0.0383
475,-2.0817,0.0982
476,-2.0688,-0.0571
477,-2.4013,-0.429
478,-2.2942,0.3164
479,-2.2289,-0.4703
480,-2.278,-0.488
481,-1.698,-0.0694
482,-1.6511,-0.4704
483,-1.8352,-0.3436
484,-1.7348,-0.2267
485,-1.6635,-0.6896
486,-2.0354,-0.66
487,-1.8474,-0.1102
488,-2.016,-0.1722
489,-1.7091,0.1466
490,-2.2236,-0.254
491,-2.0217,-0.3082
492,-2.0138,-0.122
493,-1.4644,-0.0284
494,-2.0029,-0.6925
495,-2.1979,0.2198
496,-2.187,0.1205
497,-1.8139,0.3138
498,-1.9467,0.1187
499,-2.1819,-0.1044
500,-2.0951,-0.1733
501,-2.1953,-0.0314
502,-2.0834,-0.1136
503,-2.033,-0.0084
504,-1.8765,-0.1996
505,-2.1078,0.1922
506,-2.1962,-0.6472
507,-2.0064,-0.2467
508,-2.0115,-0.5671
509,-2.055,-0.0477
510,-2.4179,-0.4122
511,-1.8749,-0.1168
512,-2.0159,-0.1582
513,-1.9118,-0.0128
514,-2.3052,-0.4652
515,-1.9502,0.2401
516,-2.232,-0.1757
517,-2.2878,0.2706
518,-2.2157,0.4387
519,-2.118,-0.2592
520,-2.5541,-0.3022
521,-2.0323,0.7105
522,-2.4351,-0.45
523,-2.6146,0.2477
524,-2.3907,0.0031
525,-2.1238,0.2322
526,-1.7965,-0.0807
527,-1.9885,-0.1251
528,-2.2563,-0.3416
529,-2.1532,-0.0352
530,-1.8943,0.0226
531,-1.9882,-0.0725
532,-2.2829,0.2136
533,-2.2333,-0.2041
534,-1.8596,0.3454
535,-2.2744,0.2009
536,-2.0419,0.334
537,-1.9401,0.0175
538,-2.1729,-0.1528
539,-1.8307,0.0761
540,-2.0137,0.3014
541,-2.015,0.075
542,-1.9587,0.1417
543,-2.0144,-0.1094
544,-1.7201,-0.3472
545,-1.9872,-0.0197
546,-1.9742,-0.087
547,-2.0405,0.1878
548,-1.7635,0.0245
549,-2.1493,-0.2241
550,-1.8971,-0.1773
551,-2.1755,-0.2498
552,-1.9574,0.0229
553,-1.8856,-0.2002
554,-1.8607,-0.3516
555,-2.1239,-0.2219
556,-2.0708,-0.1509
557,-1.89,0.6412
558,-2.2397,0.6527
559,-2.275,0.3105
560,-1.9933,0.0909
561,-2.4195,-0.489
562,-2.2481,0.0353
563,-1.8947,0.0442
564,-2.2547,0.1501
565,-1.8557,-0.1001
566,-2.0297,0.4008
567,-2.1534,0.134
568,-1.7616,-0.0593
569,-2.1663,0.2846
570,-1.8969,-0.1542
571,-2.1431,-0.2997
572,-2.3,-0.6287
573,-2.471,-0.2754
574,-2.1518,0.6735
575,-2.6034,0.2268
576,-1.9677,-0.1024
577,-2.399,-0.0687
578,-1.9519,0.2868
579,-2.1376,0.0036
580,-2.1979,0.0063
581,-2.0593,0.3713
582,-1.9801,0.714
583,-2.0957,0.3295
584,-1.7918,0.4356
585,-1.5775,-0.4266
586,-1.8534,-0.1138
587,-1.5669,-0.4219
588,-1.673,-0.2551
589,-1.767,0.2402
590,-1.6593,-0.4048
591,-1.6867,0.6238
592,-1.8107,-0.2405
593,-1.8875,0.1247
594,-1.8912,-0.1645
595,-1.8467,-0.5315
596,-1.9986,-0.0086
597,-2.178,-0.1467
598,-1.9649,-0.0105
599,-2.0362,-0.4329
600,-1.5922,0.1707
601,-2.1828,-0.1308
602,-2.2378,-0.0972
603,-2.3006,-0.3359
604,-1.9266,0.1546
605,-2.0165,-0.004
606,-1.8754,-0.2135
607,-1.7926,0.2694
608,-1.7142,0.366
609,-1.7768,-0.117
610,-2.2811,0.8012
611,-2.1076,0.0092
612,-1.9776,-0.2112
613,-1.9553,-0.15
614,-2.0815,-0.1231
615,-2.2839,-0.3626
616,-2.3543,-0.3171
617,-2.3053,-0.4241
618,-2.4976,-0.3479
619,-2.0745,0.1019
620,-2.0253,-0.2856
621,-1.7466,-0.2243
622,-1.7481,0.0891
623,-2.3212,0.4439
624,-1.7536,0.0546
625,-1.4919,-0.0908
626,-2.1402,-0.2761
627,-2.0197,-0.0198
628,-2.5047,-0.2312
629,-2.0415,-0.1343
630,-1.9665,0.0258
631,-1.9497,0.2011
632,-1.7524,0.2959
633,-2.1527,-0.0549
634,-1.7855,-0.5909
635,-1.9757,0.4044
636,-2.3668,0.535
637,-2.1017,0.0512
638,-1.579,0.068
639,-1.8415,-0.2988
640,-1.8858,0.1831
641,-2.0999,0.3123
642,-2.0967,0.1673
643,-2.2505,0.0402
644,-2.2113,0.2255
645,-1.6498,-0.064
646,-1.8974,-0.9261
647,-2.1559,-0.2818
648,-1.8872,-0.2535
649,-2.0481,0.2946
650,-1.6848,-0.5164
651,-2.1689,0.2871
652,-2.1537,-0.0873
653,-1.7983,-0.1944
654,-1.7342,-0.207
655,-1.6052,-0.0728
656,-2.1262,0.1204
657,-2.293,0.6147
658,-1.8547,-0.0609
659,-1.8389,0.1027
660,-2.0713,0.1509
661,-2.0252,-0.1289
662,-2.0025,0.1195
663,-1.6776,-0.3848
664,-1.8258,0.3717
665,-1.9459,-0.4571
666,-1.5202,0.1748
667,-1.8395,0.0403
668,-1.5475,-0.1902
669,-1.4638,-0.1247
670,-1.2247,0.1926
671,-1.3144,-0.3729
672,-1.9604,-0.0154
673,-1.3143,-0.3529
674,-1.3065,-0.3135
675,-1.5712,0.0216
676,-1.3433,-0.082
677,-1.6675,0.3119
678,-1.576,0.325
679,-1.7854,-0.5578
680,-1.6992,0.6193
681,-1.3189,-0.2207
682,-1.6116,0.2725
683,-2.0609,0.4925
684,-1.8918,-0.4389
685,-1.4712,-0.6313
686,-1.8023,0.0638
687,-1.8822,0.0687
688,-2.0454,0.0705
689,-1.8816,0.0753
690,-1.3484,-0.0531
691,-1.8612,0.0077
692,-1.4938,-1.0224
693,-1.9938,-0.3688
694,-1.4096,-0.3149
695,-1.5337,0.1029
696,-1.8097,0.1455
697,-1.385,0.1042
698,-1.701,0.0692
699,-1.7315,0.0013
700,-1.3175,-0.037
701,-2.1709,-0.172
702,-1.5154,0.0035
703,-1.69,-0.1104
704,-1.5787,0.1028
705,-1.3248,0.0801
706,-1.6603,0.4233
707,-1.5932,0.3305
708,-1.3828,-0.1073
709,-1.8085,-0.3833
710,-1.5807,-0.4228
711,-1.6758,-0.1312
712,-1.4805,-0.1595
713,-1.5627,-0.3644
714,-1.6023,-0.4375
715,-1.3578,-0.5735
716,-1.5869,0.3212
717,-1.1343,0.0384
718,-1.4168,0.2793
719,-1.6539,0.2804
720,-1.6019,0.2147
721,-1.7693,-0.5183
722,-1.977,-0.1464
723,-1.9131,-0.3339
724,-1.2172,-0.0456
725,-1.6573,-0.6676
726,-1.5964,-0.0448
727,-1.2993,-0.0134
728,-1.6345,-0.3877
729,-1.339,-0.0487
730,-1.4472,-0.345
731,-1.4306,-0.2855
732,-1.8299,-0.4024
733,-1.135,0.4546
734,-1.5595,-0.5513
735,-1.7224,-0.3059
736,-1.2036,-0.4098
737,-1.4705,0.2775
738,-1.4395,0.1649
739,-1.7,-0.2099
740,-1.7835,-0.1598
741,-1.6489,-0.7249
742,-1.6774,0.2712
743,-1.3119,0.0063
744,-1.4761,-0.4247
745,-1.7812,0.0782
746,-1.5941,0.1693
747,-2.0468,-0.174
748,-1.902,-0.587
749,-1.5163,-0.4966
750,-1.5692,-0.4685
751,-1.7368,-0.5299
752,-1.4679,0.1272
753,-1.2332,-0.0688
754,-1.7096,0.2677
755,-1.4189,-0.5382
756,-1.6123,-0.3034
757,-1.5205,-0.2885
758,-1.1572,0.4181
759,-1.4956,-0.1316
760,-1.1289,-0.4573
761,-1.4034,-0.6115
762,-1.3292,-0.2403
763,-1.1367,-0.8935
764,-1.1821,-0.192
765,-1.3856,0.2503
766,-1.6464,1.057
767,-1.0798,-0.1183
768,-1.4598,-0.4145
769,-1.1992,0.226
770,-1.0689,0.0599
771,-1.0898,-0.2151
772,-0.917,-0.0877
773,-1.3541,-0.6267
774,-0.8003,0.4043
775,-0.8067,-0.4658
776,-1.0663,-0.4877
777,-1.3661,0.0516
778,-0.9447,-0.1569
779,-1.1089,0.0891
780,-1.241,0.022
781,-1.4254,-0.4782
782,-1.2292,0.4166
783,-1.4178,-0.1405
784,-1.2134,-0.2654
785,-1.1333,-0.0224
786,-0.983,0.1441
787,-1.4613,-0.4929
788,-1.3111,-0.2515
789,-1.399,-0.4477
790,-0.7888,-0.1188
791,-0.7035,0.1548
792,-1.2138,-0.2327
793,-0.9949,-0.0836
794,-0.8001,-0.4478
795,-0.4404,-0.1902
796,-0.8812,-0.2002
797,-0.2216,-0.4078
798,-0.7069,-0.3318
799,-1.1273,-0.1315
800,-0.9843,-0.5996
